company_name,ratings,rating_count,highly_rated,critical_rated,location,salaries,interviews,jobs,benefits
Appcino Technologies,3.4,134,NaN,Promotions,IT Services & Consulting | Jaipur +12 other locations,NaN,NaN,NaN,NaN
Foxlink India Electric,3.6,134,NaN,"Promotions, Job Security, Work Satisfaction",Electronics Manufacturing | Tirupati +12 other locations,NaN,NaN,NaN,NaN
Kimia Biosciences Limited,3.6,134,NaN,"Job Security, Promotions, Company Culture",Pharma | Gurugram +3 other locations,NaN,NaN,NaN,NaN
BNB Groupe,3.2,134,NaN,"Promotions, Company Culture, Work Satisfaction",Retail | Ahmedabad +12 other locations,NaN,NaN,NaN,NaN
Applied Cloud Computing,2.3,134,NaN,"Promotions, Company Culture, Work Satisfaction",IT Services & Consulting | Mumbai +9 other locations,NaN,NaN,NaN,NaN
Unislink,3.2,136,NaN,"Promotions, Salary, Job Security",Healthcare | Hyderabad +1 other locations,NaN,NaN,NaN,NaN
Sureworks Infotech Pvt. Ltd.,4.3,134,"Company Culture, Work Life Balance, Work Satisfaction",NaN,IT Services & Consulting | Bengaluru +17 other locations,NaN,NaN,NaN,NaN
Bigshare Services,2.6,134,NaN,"Company Culture, Promotions, Work Satisfaction",Legal | Mumbai +12 other locations,NaN,NaN,NaN,NaN
Xerago,3.0,134,NaN,"Salary, Promotions, Work Satisfaction",Marketing & Advertising | Chennai +3 other locations,NaN,NaN,NaN,NaN
Eastman Cast & Forge,3.1,134,NaN,"Promotions, Work Satisfaction, Company Culture",Industrial Machinery | Ludhiana +10 other locations,NaN,NaN,NaN,NaN
ATPI,3.8,134,"Job Security, Work Life Balance","Promotions, Salary",Travel & Tourism | Mumbai +7 other locations,NaN,NaN,NaN,NaN
Nuvama Wealth Management,3.5,134,NaN,"Work Satisfaction, Company Culture, Promotions",Financial Services | Mumbai +25 other locations,NaN,NaN,NaN,NaN
Continental Coffee,4.1,134,"Job Security, Work Life Balance, Work Satisfaction",NaN,Food Processing | Hyderabad +29 other locations,NaN,NaN,NaN,NaN
Sanzyme,3.7,134,Work Life Balance,"Skill Development, Work Satisfaction, Promotions",Biotechnology | Hyderabad +15 other locations,NaN,NaN,NaN,NaN
Keya Foods International Private Limited,4.1,134,"Company Culture, Work Life Balance, Job Security",NaN,Hospitality | Mumbai +27 other locations,NaN,NaN,NaN,NaN
Synthimed Labs,3.6,134,NaN,"Promotions, Work Satisfaction, Company Culture",Pharma | Chandigarh +10 other locations,NaN,NaN,NaN,NaN
Chemspec Chemicals,3.6,134,NaN,"Job Security, Company Culture, Promotions",Chemicals | Mumbai +4 other locations,NaN,NaN,NaN,NaN
APC By Schneider Electric,4.4,133,"Company Culture, Work Life Balance, Work Satisfaction",NaN,Electrical Equipment | Bengaluru +16 other locations,NaN,NaN,NaN,NaN
AXA,3.8,133,"Work Life Balance, Company Culture, Job Security","Promotions, Work Satisfaction, Salary",Insurance | Bengaluru +9 other locations,NaN,NaN,NaN,NaN
Supriya Lifescience,3.6,133,NaN,"Promotions, Work Satisfaction, Company Culture",Pharma | Chiplun +11 other locations,NaN,NaN,NaN,NaN
Accountant Anywhere Services,4.2,133,"Company Culture, Work Satisfaction, Skill Development",NaN,BPO | Pune +45 other locations,NaN,NaN,NaN,NaN
Phoenix Marketcity,3.8,133,NaN,"Job Security, Company Culture, Promotions",Retail | Mumbai +10 other locations,NaN,NaN,NaN,NaN
Maharashtra Rail Infrastructure Development Corporation,3.7,133,Salary,"Job Security, Promotions, Skill Development",Government | Mumbai +11 other locations,NaN,NaN,NaN,NaN
FNF India,3.9,133,"Job Security, Company Culture, Work Life Balance",Promotions,IT Services & Consulting | Bengaluru +4 other locations,NaN,NaN,NaN,NaN
TetraSoft,3.7,133,Work Life Balance,"Job Security, Promotions",IT Services & Consulting | Hyderabad +4 other locations,NaN,NaN,NaN,NaN
Fertilisers and Chemicals Travancore,4.1,133,"Work Life Balance, Job Security, Company Culture",Promotions,Agro Chemicals | Kochi +12 other locations,NaN,NaN,NaN,NaN
Syncom Formulations India,3.0,134,NaN,"Promotions, Salary, Company Culture",Pharma | Indore +14 other locations,NaN,NaN,NaN,NaN
Noble Hospital,3.8,133,"Job Security, Skill Development",NaN,Healthcare | Pune +19 other locations,NaN,NaN,NaN,NaN
Global FPO,3.6,133,NaN,"Company Culture, Promotions, Skill Development",Accounting & Auditing | New Delhi +4 other locations,NaN,NaN,NaN,NaN
Devgiri Forgings,3.6,133,NaN,"Promotions, Salary, Job Security",Industrial Machinery | Chhatrapati Sambhajinagar +8 other locations,NaN,NaN,NaN,NaN
MindSquare Technologies,4.5,133,"Work Life Balance, Work Satisfaction, Company Culture",NaN,IT Services & Consulting | Bengaluru +21 other locations,NaN,NaN,NaN,NaN
Medgulf Construction Company,3.3,133,NaN,"Promotions, Work Satisfaction, Company Culture",Engineering & Construction | Doha +9 other locations,NaN,NaN,NaN,NaN
Sanjay Ghodawat Group,3.5,133,NaN,"Promotions, Work Satisfaction, Company Culture",FMCG | Kolhapur +28 other locations,NaN,NaN,NaN,NaN
DSM,3.9,133,NaN,Promotions,Chemicals | Hyderabad +25 other locations,NaN,NaN,NaN,NaN
Kusalava International,3.7,133,NaN,"Promotions, Salary, Work Satisfaction",Industrial Machinery | Vijayawada +9 other locations,NaN,NaN,NaN,NaN
Njs Engineers India,4.0,133,"Work Life Balance, Job Security, Work Satisfaction",Promotions,Waste Management | New Delhi +22 other locations,NaN,NaN,NaN,NaN
OVT India,3.4,133,NaN,"Job Security, Promotions, Company Culture",Electrical Equipment | Noida +6 other locations,NaN,NaN,NaN,NaN
Narayana Superspeciality Hospital,4.0,133,"Skill Development, Company Culture, Job Security","Promotions, Salary",Healthcare | Kolkata +12 other locations,NaN,NaN,NaN,NaN
Reliable Business Solutions & Services,2.9,133,NaN,"Salary, Company Culture, Work Life Balance",BPO | Mumbai +8 other locations,NaN,NaN,NaN,NaN
Securonix,2.6,133,NaN,"Job Security, Work Satisfaction, Skill Development",Internet | Bengaluru +3 other locations,NaN,NaN,NaN,NaN
Phoenix Marketcity,3.8,133,NaN,"Job Security, Company Culture, Promotions",Retail | Mumbai +10 other locations,NaN,NaN,NaN,NaN
Adamas University,2.8,133,NaN,"Promotions, Work Satisfaction, Job Security",Education & Training | Kolkata +4 other locations,NaN,NaN,NaN,NaN
FNF India,3.9,133,"Job Security, Company Culture, Work Life Balance",Promotions,IT Services & Consulting | Bengaluru +4 other locations,NaN,NaN,NaN,NaN
Statcon Electronic,4.4,133,"Skill Development, Work Life Balance, Work Satisfaction",NaN,Industrial Machinery | Noida +14 other locations,NaN,NaN,NaN,NaN
Medanta S.N. Superspecialty Hospital,4.1,133,"Skill Development, Job Security, Company Culture",Promotions,Healthcare | Gurugram +14 other locations,NaN,NaN,NaN,NaN
Accountant Anywhere Services,4.2,133,"Company Culture, Work Satisfaction, Skill Development",NaN,BPO | Pune +45 other locations,NaN,NaN,NaN,NaN
Uttar Pradesh Jal Nigam,4.0,133,"Work Life Balance, Work Satisfaction, Skill Development",NaN,Government | Lucknow +42 other locations,NaN,NaN,NaN,NaN
Idom,4.1,133,"Work Life Balance, Job Security, Company Culture",Promotions,Engineering & Construction | New Delhi +4 other locations,NaN,NaN,NaN,NaN
Perennial Systems,4.2,133,"Skill Development, Work Life Balance, Work Satisfaction",NaN,IT Services & Consulting | Pune +1 other locations,NaN,NaN,NaN,NaN
Securonix,2.6,133,NaN,"Job Security, Work Satisfaction, Skill Development",Internet | Bengaluru +3 other locations,NaN,NaN,NaN,NaN
Statcon Electronic,4.4,133,"Skill Development, Work Life Balance, Work Satisfaction",NaN,Industrial Machinery | Noida +14 other locations,NaN,NaN,NaN,NaN
Adamas University,2.8,133,NaN,"Promotions, Work Satisfaction, Job Security",Education & Training | Kolkata +4 other locations,NaN,NaN,NaN,NaN
Reliable Business Solutions & Services,2.9,133,NaN,"Salary, Company Culture, Work Life Balance",BPO | Mumbai +8 other locations,NaN,NaN,NaN,NaN
Distacart,4.6,133,"Job Security, Company Culture, Work Life Balance",NaN,Internet | Hyderabad +4 other locations,NaN,NaN,NaN,NaN
Perennial Systems,4.2,133,"Skill Development, Work Life Balance, Work Satisfaction",NaN,IT Services & Consulting | Pune +1 other locations,NaN,NaN,NaN,NaN
MK TRON Autoparts,3.5,133,NaN,"Promotions, Company Culture, Salary",Auto Components | Chennai +5 other locations,NaN,NaN,NaN,NaN
Uttar Pradesh Jal Nigam,4.0,133,"Work Life Balance, Work Satisfaction, Skill Development",NaN,Government | Lucknow +42 other locations,NaN,NaN,NaN,NaN
ALOIS Solutions,3.8,135,NaN,"Promotions, Job Security",IT Services & Consulting | Vadodara +12 other locations,NaN,NaN,NaN,NaN
Idom,4.1,133,"Work Life Balance, Job Security, Company Culture",Promotions,Engineering & Construction | New Delhi +4 other locations,NaN,NaN,NaN,NaN
Rashi Peripherals,3.6,133,NaN,"Promotions, Skill Development, Salary",IT Services & Consulting | Mumbai +31 other locations,NaN,NaN,NaN,NaN
PCS-Global,3.7,133,NaN,Salary,Education & Training | Kolkata +9 other locations,NaN,NaN,NaN,NaN
Argl,3.9,134,"Work Life Balance, Skill Development, Salary",Promotions,Gurugram +8 other locations,NaN,NaN,NaN,NaN
IJM (India) Infrastructure,4.1,133,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Engineering & Construction | Hyderabad +13 other locations,NaN,NaN,NaN,NaN
Ameriprise India,3.5,133,NaN,"Promotions, Skill Development, Work Satisfaction",Financial Services | Gurugram +3 other locations,NaN,NaN,NaN,NaN
KION India,3.5,133,NaN,"Work Satisfaction, Promotions, Skill Development",Industrial Machinery | Pune +13 other locations,NaN,NaN,NaN,NaN
The George Telegraph Training Institute,2.9,133,NaN,"Promotions, Salary, Work Satisfaction",Education & Training | Kolkata +14 other locations,NaN,NaN,NaN,NaN
SAGE Automation,4.2,133,"Company Culture, Salary, Work Life Balance",NaN,Industrial Automation | Pune +1 other locations,NaN,NaN,NaN,NaN
Auma,3.5,133,Job Security,"Promotions, Skill Development, Company Culture",Industrial Automation | Bengaluru +9 other locations,NaN,NaN,NaN,NaN
Refex Industries,3.7,133,NaN,"Promotions, Work Satisfaction, Job Security",NBFC | Chennai +27 other locations,NaN,NaN,NaN,NaN
MK TRON Autoparts,3.5,133,NaN,"Promotions, Company Culture, Salary",Auto Components | Chennai +5 other locations,NaN,NaN,NaN,NaN
Argl,3.9,134,"Work Life Balance, Skill Development, Salary",Promotions,Gurugram +8 other locations,NaN,NaN,NaN,NaN
Obeetee,4.0,133,Job Security,Promotions,Fashion & Textile | Panipat +11 other locations,NaN,NaN,NaN,NaN
Total Shipping & Logistics,2.9,133,NaN,"Promotions, Company Culture, Job Security",Logistics | Mumbai +33 other locations,NaN,NaN,NaN,NaN
Full Creative,3.4,133,NaN,"Promotions, Work Satisfaction, Job Security",Software Product | Chennai +5 other locations,NaN,NaN,NaN,NaN
PlasmaGen Biosciences,3.6,133,NaN,"Company Culture, Promotions, Skill Development",Pharma | Bengaluru +10 other locations,NaN,NaN,NaN,NaN
Dietech India,4.0,133,"Skill Development, Job Security, Work Satisfaction",Salary,Industrial Machinery | Chennai +7 other locations,NaN,NaN,NaN,NaN
Ascentrik Research Services,1.8,133,NaN,"Work Satisfaction, Promotions, Company Culture",IT Services & Consulting | Pune +9 other locations,NaN,NaN,NaN,NaN
ADM India,4.1,133,"Work Life Balance, Company Culture, Job Security",Promotions,Food Processing | Bengaluru +22 other locations,NaN,NaN,NaN,NaN
Dr. Rela Institute & Medical Centre,4.2,133,"Company Culture, Skill Development, Work Life Balance",Salary,Healthcare | Chennai +4 other locations,NaN,NaN,NaN,NaN
Leonia Holistic Destination,3.8,132,Skill Development,"Promotions, Salary",Hospitality | Hyderabad +7 other locations,NaN,NaN,NaN,NaN
Viveks,3.9,132,"Job Security, Skill Development, Work Life Balance",NaN,Retail | Chennai +13 other locations,NaN,NaN,NaN,NaN
Mitel,3.7,132,"Work Life Balance, Company Culture","Promotions, Job Security, Skill Development",Telecom | Bengaluru +8 other locations,NaN,NaN,NaN,NaN
Paradigm Realty,4.0,132,"Salary, Work Life Balance, Company Culture",NaN,Real Estate | Mumbai +2 other locations,NaN,NaN,NaN,NaN
Eduquity Career Technologies,3.2,132,NaN,"Promotions, Skill Development, Work Satisfaction",Recruitment | Bengaluru +17 other locations,NaN,NaN,NaN,NaN
Nethues Technologies,3.2,132,NaN,"Job Security, Promotions, Skill Development",IT Services & Consulting | New Delhi +4 other locations,NaN,NaN,NaN,NaN
Gillette,4.3,132,"Company Culture, Work Life Balance, Work Satisfaction",NaN,FMCG | Bhiwadi +17 other locations,NaN,NaN,NaN,NaN
CamelQ Software Solutions,4.0,132,"Work Life Balance, Skill Development, Company Culture",NaN,Software Product | Hyderabad +3 other locations,NaN,NaN,NaN,NaN
Snovasys,4.5,132,"Salary, Skill Development, Work Satisfaction",NaN,IT Services & Consulting | Hyderabad +1 other locations,NaN,NaN,NaN,NaN
Connect India E Commerce Services,2.8,132,NaN,"Job Security, Work Satisfaction, Promotions",Logistics | Bengaluru +39 other locations,NaN,NaN,NaN,NaN
Hailstone Innovations,4.1,132,"Skill Development, Salary",NaN,Industrial Machinery | Palakkad +15 other locations,NaN,NaN,NaN,NaN
Dhanlaxmi Bank,4.1,132,"Work Life Balance, Job Security, Company Culture","Promotions, Salary",Banking | Thrissur +40 other locations,NaN,NaN,NaN,NaN
Apeejay Surrendra Group,3.6,132,NaN,"Work Satisfaction, Skill Development, Company Culture",Hospitality | Kolkata +21 other locations,NaN,NaN,NaN,NaN
Leonia Holistic Destination,3.8,132,Skill Development,"Promotions, Salary",Hospitality | Hyderabad +7 other locations,NaN,NaN,NaN,NaN
Gillette,4.3,132,"Company Culture, Work Life Balance, Work Satisfaction",NaN,FMCG | Bhiwadi +17 other locations,NaN,NaN,NaN,NaN
Connect India E Commerce Services,2.8,132,NaN,"Job Security, Work Satisfaction, Promotions",Logistics | Bengaluru +39 other locations,NaN,NaN,NaN,NaN
CamelQ Software Solutions,4.0,132,"Work Life Balance, Skill Development, Company Culture",NaN,Software Product | Hyderabad +3 other locations,NaN,NaN,NaN,NaN
Snovasys,4.5,132,"Salary, Skill Development, Work Satisfaction",NaN,IT Services & Consulting | Hyderabad +1 other locations,NaN,NaN,NaN,NaN
Inorbvict Healthcare,3.9,132,"Skill Development, Company Culture, Work Satisfaction",NaN,Medical Equipment | Pune,NaN,NaN,NaN,NaN
Viveks,3.9,132,"Job Security, Skill Development, Work Life Balance",NaN,Retail | Chennai +13 other locations,NaN,NaN,NaN,NaN
Mangalam Drugs & Organics,3.6,132,NaN,"Promotions, Salary",Pharma | Vapi +6 other locations,NaN,NaN,NaN,NaN
Elite Powertech,4.0,132,"Work Life Balance, Work Satisfaction","Job Security, Promotions",Power | New Delhi +28 other locations,NaN,NaN,NaN,NaN
Aza Fashions,3.7,132,NaN,"Promotions, Job Security, Skill Development",Fashion & Textile | Mumbai +5 other locations,NaN,NaN,NaN,NaN
Competent Automobiles,4.0,132,"Work Life Balance, Work Satisfaction, Skill Development",Promotions,Retail | New Delhi +12 other locations,NaN,NaN,NaN,NaN
R-pac,3.3,132,NaN,"Promotions, Company Culture, Skill Development",Packaging | Mumbai +8 other locations,NaN,NaN,NaN,NaN
TechNova Imaging Systems,4.0,132,"Company Culture, Job Security, Work Life Balance",Promotions,Printing & Publishing | Mumbai +18 other locations,NaN,NaN,NaN,NaN
Tranistics Data Technologies,3.4,132,NaN,"Promotions, Salary, Skill Development",Software Product | Kolkata +4 other locations,NaN,NaN,NaN,NaN
Cambridge Technology Enterprises,3.2,132,NaN,"Promotions, Job Security, Salary",IT Services & Consulting | Hyderabad +4 other locations,NaN,NaN,NaN,NaN
Eaton Industrial Systems,4.2,132,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Industrial Machinery | Pune +12 other locations,NaN,NaN,NaN,NaN
Basix,4.4,132,"Work Life Balance, Company Culture, Work Satisfaction",NaN,Financial Services | Hyderabad +64 other locations,NaN,NaN,NaN,NaN
Beyondriffs,4.6,132,"Company Culture, Work Life Balance, Work Satisfaction",Salary,Education & Training | Ghaziabad,NaN,NaN,NaN,NaN
P2G Mobilty Tech,4.3,132,"Skill Development, Company Culture, Work Satisfaction",NaN,Kolkata +22 other locations,NaN,NaN,NaN,NaN
Hawa Valves,3.1,132,NaN,"Company Culture, Work Satisfaction, Salary",Oil & Gas | Mumbai +8 other locations,NaN,NaN,NaN,NaN
Idfy,3.1,132,NaN,"Promotions, Work Satisfaction, Work Life Balance",Software Product | Mumbai +4 other locations,NaN,NaN,NaN,NaN
Nethues Technologies,3.2,132,NaN,"Job Security, Promotions, Skill Development",IT Services & Consulting | New Delhi +4 other locations,NaN,NaN,NaN,NaN
Rollick Ice Cream,4.0,132,"Skill Development, Salary, Company Culture",NaN,Hospitality | Kolkata +14 other locations,NaN,NaN,NaN,NaN
Nxtgen Datacenter Cloud Technologies,3.2,132,NaN,"Promotions, Company Culture, Job Security",IT Services & Consulting | Bengaluru +6 other locations,NaN,NaN,NaN,NaN
Lineomatic Industries Pvt. Ltd.,3.7,132,Salary,"Promotions, Company Culture, Job Security",Pulp & Paper | Ahmedabad +4 other locations,NaN,NaN,NaN,NaN
Earlyjobs,4.8,132,"Company Culture, Work Life Balance, Work Satisfaction",NaN,Recruitment | Bengaluru +4 other locations,NaN,NaN,NaN,NaN
Nestor Pharmaceuticals,2.8,132,NaN,"Job Security, Promotions, Skill Development",Pharma | Faridabad +13 other locations,NaN,NaN,NaN,NaN
Mitel,3.7,132,"Work Life Balance, Company Culture","Promotions, Job Security, Skill Development",Telecom | Bengaluru +8 other locations,NaN,NaN,NaN,NaN
Ardom Towergen,3.6,132,NaN,"Promotions, Salary, Work Satisfaction",Telecom | Gurugram +21 other locations,NaN,NaN,NaN,NaN
HyTech Professionals,3.1,132,NaN,"Promotions, Salary, Work Satisfaction",IT Services & Consulting | Noida +4 other locations,NaN,NaN,NaN,NaN
HashCash Consultants,3.6,132,Salary,"Work Satisfaction, Promotions",Software Product | Kolkata +5 other locations,NaN,NaN,NaN,NaN
CORNITOS,4.2,132,"Salary, Work Life Balance, Company Culture",NaN,FMCG | Roorkee +25 other locations,NaN,NaN,NaN,NaN
Equinix,3.2,132,Salary,"Job Security, Promotions, Work Satisfaction",IT Services & Consulting | Bengaluru +6 other locations,NaN,NaN,NaN,NaN
GadgEon,4.0,133,"Work Life Balance, Job Security, Company Culture",NaN,IT Services & Consulting | Kochi +15 other locations,NaN,NaN,NaN,NaN
Babaji Shivram Clearing & Carriers,3.2,132,NaN,"Company Culture, Work Life Balance, Work Satisfaction",Logistics | Mumbai +8 other locations,NaN,NaN,NaN,NaN
Ethos,3.0,132,NaN,"Promotions, Company Culture, Work Life Balance",Metals & Mining | New Delhi +22 other locations,NaN,NaN,NaN,NaN
Globsyn Business School,4.3,132,"Work Life Balance, Work Satisfaction, Job Security",NaN,Education & Training | Kolkata +2 other locations,NaN,NaN,NaN,NaN
Emrill Services LLC,4.1,132,"Company Culture, Skill Development, Work Life Balance",Promotions,Facility Management Services | Dubai +9 other locations,NaN,NaN,NaN,NaN
Scott Edil Pharmacia,3.4,132,NaN,"Job Security, Promotions, Company Culture",Pharma | Baddi +12 other locations,NaN,NaN,NaN,NaN
Gracenote,3.5,132,Work Life Balance,"Promotions, Job Security, Skill Development",Media & Entertainment | Mumbai +4 other locations,NaN,NaN,NaN,NaN
Consolidated Analytics,3.9,132,"Company Culture, Work Satisfaction, Job Security",NaN,Software Product | Chennai +3 other locations,NaN,NaN,NaN,NaN
